Unnamed: 0,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
SAPPORO/JAPAN,21047412000.000000,43.050000,141.330000,19.000000,-3.603333,-3.056667,0.626667,7.113333,12.446667,16.673333,20.510000,22.290000,18.110000,11.786667,4.903333,-0.943333
NEMURO/JAPAN,21047420000.000000,43.330000,145.580000,39.000000,-3.480667,-4.117333,-1.097333,3.552667,7.546333,10.796333,14.436333,17.499667,15.963000,11.515333,5.495333,-0.328000
URAKAWA/JAPAN,21047426000.000000,42.170000,142.780000,33.000000,-2.530000,-2.479310,0.516667,5.026667,9.283333,13.126667,17.166667,19.893333,17.263333,11.983333,5.853333,0.226667
AKITA/JAPAN,21047582000.000000,39.720000,140.100000,21.000000,0.086207,0.472414,3.590000,9.550000,14.600000,19.163333,22.876667,24.860000,20.363333,14.036667,7.896667,2.860000
MIYAKO/JAPAN,21047585000.000000,39.650000,141.970000,46.000000,0.300000,0.433333,3.274074,8.811111,13.025926,16.029630,19.711111,22.211111,18.777778,13.222222,7.792308,3.007692
SENDAI/JAPAN,21047590000.000000,38.270000,140.900000,43.000000,1.646667,2.040000,4.876667,10.346667,14.956667,18.473333,22.150000,24.160000,20.680000,15.160000,9.373333,4.543333
WAJIMA/JAPAN,21047600000.000000,37.380000,136.900000,14.000000,3.120000,3.080000,5.713333,10.966667,15.713333,19.636667,23.856667,25.660000,21.623333,15.870000,10.540000,5.953333
KANAZAWA/JAPAN,21047605000.000000,36.580000,136.630000,33.000000,3.596667,3.780000,6.823333,12.483333,17.273333,21.216667,25.270000,27.013333,22.763333,16.943333,11.463333,6.628000
MATSUMOTO/JAPAN,21047618000.000000,36.250000,137.970000,611.000000,-0.474074,0.070370,3.825926,10.655556,15.970370,19.814815,23.492593,24.688889,19.988889,13.125926,7.353846,2.119231
MAEBASHI/JAPAN,21047624000.000000,36.400000,139.100000,113.000000,3.747333,4.317333,7.597333,13.478000,18.288000,21.788000,25.361333,26.681379,22.614667,16.764667,11.071333,6.271333
NAGOYA/JAPAN,21047636000.000000,35.170000,136.970000,56.000000,4.730333,5.430333,8.913667,14.670333,19.167000,22.913667,26.660333,28.043667,24.360333,18.297667,12.422667,7.206000
CHOSHI/JAPAN,21047648000.000000,35.730000,140.870000,28.000000,6.571481,6.649259,9.354815,13.378462,17.107692,19.588462,23.082963,25.431111,23.134815,18.931111,14.116296,9.294074
OMAEZAKI/JAPAN,21047655000.000000,34.600000,138.220000,47.000000,6.680000,7.130000,10.113333,14.603333,18.300000,21.336667,24.756667,26.466667,24.123333,19.420000,14.373333,9.230000
TOKYO/JAPAN,21047662000.000000,35.680000,139.770000,36.000000,5.333333,5.760000,8.636667,13.916667,18.176667,21.353333,25.090000,26.645862,23.110000,17.763333,12.576667,7.966667
HACHIJOJIMA/JAPAN,21047678000.000000,33.100000,139.780000,80.000000,9.821379,9.774000,11.974000,15.514000,18.624000,21.316667,24.636667,25.870000,24.286667,20.476667,16.516000,12.242667
OSAKA/JAPAN,21047772000.000000,34.680000,135.520000,83.000000,5.783704,6.142963,9.135556,14.817037,19.391111,23.302692,27.260385,28.575769,24.854074,18.809630,13.331852,8.320741
SHIONOMISAKI/JAPAN,21047778000.000000,33.450000,135.770000,75.000000,7.877143,8.298571,11.089310,15.465172,18.944483,21.823793,25.303103,26.523793,24.254828,19.606552,15.133103,10.315862
IZUHARA/JAPAN,21047800000.000000,34.200000,129.300000,19.000000,5.600000,6.620690,9.606667,13.933333,17.786667,21.020000,25.136667,26.450000,23.153333,18.360000,12.953333,8.000000
FUKUOKA/JAPAN,21047807000.000000,33.580000,130.380000,14.000000,6.600000,7.446667,10.353333,15.140000,19.430000,23.020000,27.163333,28.080000,24.436667,19.183333,13.793333,8.913333
OITA/JAPAN,21047815000.000000,33.230000,131.620000,13.000000,6.423333,7.076667,9.890000,14.693333,18.993333,22.613333,26.643333,27.493333,24.126667,18.793333,13.573333,8.653333
NAGASAKI/JAPAN,21047817000.000000,32.730000,129.870000,35.000000,6.986667,7.893333,10.853333,15.410000,19.390000,22.846667,26.796667,27.900000,24.803333,19.683333,14.283333,9.350000
KAGOSHIMA/JAPAN,21047827000.000000,31.550000,130.550000,31.000000,8.487333,9.700667,12.687333,16.994000,20.863333,24.146667,28.146667,28.653333,26.140000,21.173333,15.760000,10.613333
MIYAZAKI/JAPAN,21047830000.000000,31.920000,131.420000,7.000000,7.408333,8.661667,11.681667,16.185000,20.008333,23.121667,27.205000,27.415000,24.555000,19.495000,14.271667,9.313333
SHIMIZU/ASHIZ/JAPAN,21047898000.000000,32.720000,133.020000,33.000000,8.777037,9.525185,12.462222,16.808148,20.256296,23.048889,26.493333,27.541481,25.415556,21.008148,16.373846,11.312308
NAZE/JAPAN,21047909000.000000,28.380000,129.500000,7.000000,14.654643,15.008214,16.943929,19.668929,22.626071,25.833214,28.608214,28.249259,26.704643,23.604643,20.073448,16.380345
ISHIGAKIJIMA/JAPAN,21047918000.000000,24.330000,124.170000,7.000000,18.626667,19.060000,20.833333,23.270000,25.703333,27.956667,29.476667,29.172414,27.943333,25.856667,23.186667,20.116667
MIYAKOJIMA/JAPAN,21047927000.000000,24.780000,125.280000,41.000000,18.033333,18.306667,19.980000,22.400000,24.833333,27.213333,28.726667,28.456667,27.390000,25.413333,22.703333,19.663333
NAHA/JAPAN,21047936000.000000,26.200000,127.680000,53.000000,16.900000,17.127586,18.931034,21.407143,24.025000,26.810714,28.889286,28.714286,27.642857,25.203571,22.132143,18.732143
MINAMIDAITOJI/JAPAN,21047945000.000000,25.830000,131.230000,15.000000,17.706897,17.793103,19.400000,21.493103,23.910345,26.600000,28.558621,28.282143,27.589655,25.551724,22.756667,19.410345
KUSTANAI/KAZAKHSTAN,21128952000.000000,53.220000,63.620000,156.000000,-14.473333,-14.030000,-7.253333,5.346667,13.766667,19.943333,20.940000,18.810000,12.493333,4.856667,-5.506667,-12.290000
KARAGANDA/KAZAKHSTAN,21135394000.000000,49.800000,73.130000,555.000000,-12.893333,-12.660000,-6.183333,5.556667,13.283333,18.863333,20.373333,18.620000,12.220000,4.433333,-4.893333,-10.980000
BALHASH/KAZAKHSTAN,21135796000.000000,46.800000,75.080000,350.000000,-13.283333,-12.050000,-3.640000,8.276667,16.403333,22.273333,24.270000,22.403448,15.560000,7.156667,-1.830000,-9.686667
SAM/KAZAKHSTAN,21135925000.000000,45.400000,56.120000,82.000000,-7.153333,-6.660000,0.568966,11.756667,18.966667,25.366667,27.946667,25.933333,18.410000,9.563333,1.320000,-4.627586
SEMIPALATINSK/KAZAKHSTAN,21136177000.000000,50.420000,80.300000,196.000000,-14.196667,-13.330000,-5.824138,6.583333,14.793333,20.093103,21.746667,19.503333,12.726667,5.230000,-4.296667,-11.146667
ALMATY/KAZAKHSTAN,21136870000.000000,43.230000,76.930000,851.000000,-4.650000,-2.973333,3.363333,11.436667,16.553333,21.580000,23.843333,22.926667,17.626667,9.906667,2.716667,-2.813793
FORT SEVCENKO/KAZAKHSTAN,21138001000.000000,44.550000,50.250000,-25.000000,-0.631034,-0.606897,4.086207,11.275000,17.662069,23.420690,26.189655,25.034483,20.048276,13.282759,5.939286,1.092308
KUWAIT INTERNATIONAL/KUWAIT,21240582000.000000,29.520000,47.980000,55.000000,12.763636,14.633333,19.019048,25.660000,32.250000,36.752381,38.542857,37.694737,33.955000,27.588889,19.860000,14.485000
LUANG-PRABANG/LAOS,21448930000.000000,19.880000,102.130000,305.000000,21.136000,22.908667,26.025714,28.231875,28.471111,28.510000,27.974737,27.813889,27.411579,26.075238,23.304118,20.753571
VIENTIANE/LAOS,21448940000.000000,17.950000,102.570000,171.000000,22.420000,24.527778,27.175000,29.140476,28.359091,28.225000,27.880952,27.445238,27.423913,26.766000,24.694737,22.600000
SENO/LAOS,21448948000.000000,16.670000,105.000000,185.000000,22.448636,24.543158,27.674737,29.263500,28.195556,28.009500,27.220526,26.768125,26.988182,25.830000,23.791000,21.948500
PAKSE/LAOS,21448955000.000000,15.120000,105.780000,102.000000,25.489474,27.447368,29.484211,30.568421,29.489474,28.526316,27.826316,27.568421,27.571429,27.175000,26.115789,25.229412
BARUUNTURUUN/MONGOLIA,21544213000.000000,49.650000,94.400000,1232.000000,-29.836667,-26.922308,-16.656923,0.623846,11.580800,16.478519,18.700800,16.251200,10.063200,1.095385,-12.789231,-24.852593
UIGI/MONGOLIA,21544214000.000000,48.930000,89.930000,1715.000000,-16.751724,-13.365517,-5.846154,2.762069,10.075000,15.234483,17.184615,15.318519,9.210714,1.361538,-7.941379,-14.281481
MUREN/MONGOLIA,21544231000.000000,49.570000,100.170000,1283.000000,-22.196667,-16.876667,-6.866667,2.793103,10.664286,15.831034,17.782759,15.073333,8.570000,0.496552,-9.966667,-18.793333
HUTAG/MONGOLIA,21544232000.000000,49.380000,102.700000,938.000000,-23.848276,-18.400000,-6.373333,3.889655,11.789286,16.580000,18.273333,15.962069,9.457143,1.156667,-10.650000,-19.976667
BULGAN/MONGOLIA,21544239000.000000,48.800000,103.550000,1208.000000,-20.731034,-17.053333,-7.693333,2.286207,9.717857,14.793333,16.821429,14.253333,7.862069,-0.210345,-10.863333,-17.850000
CHOIBALSAN/MONGOLIA,21544259000.000000,48.080000,114.550000,747.000000,-20.570000,-15.800000,-6.583333,3.727586,12.100000,18.446667,20.951724,18.658621,11.426667,2.163333,-9.403333,-17.220690
ULIASTAI/MONGOLIA,21544272000.000000,47.750000,96.850000,1759.000000,-22.567857,-18.751724,-9.663333,1.503571,9.132143,14.383333,16.253846,13.613333,7.475000,-0.381481,-12.982143,-19.700000
ALTAI/MONGOLIA,21544277000.000000,46.400000,96.250000,2181.000000,-18.190000,-14.992857,-8.416667,0.458621,7.670370,12.926667,14.885714,12.583333,6.900000,-1.003571,-9.968966,-15.085714
ARVAIHEER/MONGOLIA,21544288000.000000,46.270000,102.780000,1813.000000,-14.530000,-11.739286,-5.353333,2.410345,9.903448,14.803448,16.770370,14.731034,9.620690,2.232143,-7.089655,-12.300000
"DAUUNMOD, CENTRAL/MONGOLIA",21544292000.000000,47.800000,106.800000,-999.000000,-21.462069,-16.557143,-7.403333,1.832143,10.074074,15.596667,18.167857,15.606667,9.196552,0.444828,-11.796552,-19.007407
MANDALGOVI/MONGOLIA,21544341000.000000,45.770000,106.280000,1393.000000,-17.196429,-12.828571,-5.171429,3.837037,11.944000,17.734483,20.150000,17.510345,11.234483,2.585185,-7.850000,-15.192857
Sainshand/MONGOLIA,21544354000.000000,44.900000,110.100000,-999.000000,-17.807586,-12.130000,-2.905926,7.039231,14.915833,21.020000,23.968148,21.445000,14.516296,5.057037,-6.548966,-15.148966
DALANZADGAD/MONGOLIA,21544373000.000000,43.580000,104.420000,1465.000000,-14.086667,-9.466667,-1.872414,6.944828,14.596429,20.066667,22.493333,19.866667,14.153333,5.653333,-4.326667,-11.626667
KATHMANDU AIR/NEPAL,21744454000.000000,27.700000,85.370000,1337.000000,11.065652,13.437917,17.384348,20.648095,22.668750,24.376154,24.624167,24.730833,23.766818,20.473462,16.178636,12.340526
"SEEB, INTERNA/OMAN",21841256000.000000,23.580000,58.280000,8.000000,20.388333,21.350833,24.317500,28.900909,33.492500,34.205455,32.704000,30.871667,30.378261,28.770833,25.130435,21.908462
MASIRAH/OMAN,21841288000.000000,20.670000,58.900000,19.000000,22.439130,23.309091,25.437500,28.616000,30.262500,29.624000,27.169565,26.166667,26.617391,27.363636,26.128000,23.848000
THUMRAIT/OMAN,21841314000.000000,17.670000,54.030000,467.000000,18.422308,21.096667,24.411481,28.234348,30.702000,31.499565,29.205000,28.709167,28.920909,26.700833,23.011481,19.692963
SALALAH/OMAN,21841316000.000000,17.030000,54.080000,20.000000,22.750000,23.565385,25.582759,27.596552,29.025000,28.903448,25.828000,24.711538,26.025000,26.376667,25.993103,24.158621
PESHAWAR/PAKISTAN,21941530000.000000,34.020000,71.580000,360.000000,11.486207,13.403333,18.082759,23.472414,29.380000,32.813333,32.158621,30.880000,28.893103,23.680000,17.696667,12.948276
JHELUM/PAKISTAN,21941598000.000000,32.930000,73.720000,234.000000,11.730714,14.548571,19.524815,24.984074,30.170000,32.366429,30.512414,29.550345,28.457241,24.140000,18.398621,13.464138
FORT SANDEMAN/PAKISTAN,21941620000.000000,31.400000,69.500000,1407.000000,6.131852,8.280714,14.071034,19.687407,25.715862,29.150370,29.040769,28.613846,26.113846,19.968889,13.873462,8.452400
DERA ISMAIL K/PAKISTAN,21941624000.000000,31.820000,70.920000,173.000000,11.950741,14.435714,19.670000,25.465556,31.014286,33.071429,31.913704,31.071429,29.534643,24.859643,18.923929,13.687778
LAHORE CITY/PAKISTAN,21941640000.000000,31.550000,74.330000,215.000000,13.446667,16.270000,21.396667,27.303448,32.053333,33.496667,31.576667,30.943333,29.990000,25.953333,20.376667,15.244828
QUETTA/SAMUNGLI/PAKISTAN,21941660000.000000,30.300000,66.900000,1601.000000,4.895517,6.847037,12.002414,17.454138,22.775172,26.754483,28.806667,27.357931,22.427857,15.913103,10.788966,6.752857
MULTAN/PAKISTAN,21941675000.000000,30.200000,71.430000,123.000000,12.976667,15.830000,21.413793,27.700000,33.220000,35.333333,33.950000,32.644828,30.846667,26.293333,20.100000,14.768966
DAL BANDIN/PAKISTAN,21941712000.000000,28.880000,64.400000,850.000000,11.528696,14.275000,19.770833,25.915000,31.788000,34.873333,36.183478,34.304000,29.993846,24.044000,18.082308,13.056000
JACOBABAD/PAKISTAN,21941715000.000000,28.300000,68.470000,56.000000,15.303571,18.106667,24.053333,30.344828,35.736667,36.972414,34.786207,33.017241,31.592857,27.803333,22.226667,16.670000
PANJGUR/PAKISTAN,21941739000.000000,26.970000,64.100000,981.000000,11.096000,13.416000,18.678621,24.225862,29.521667,31.991379,32.105172,30.888333,27.826667,22.866000,17.709333,13.069333
JIWANI/PAKISTAN,21941756000.000000,25.070000,61.800000,57.000000,20.012963,21.286786,24.278519,27.711923,30.566071,31.516000,30.308077,29.147857,28.714615,28.003571,24.897586,21.635714
CHHOR/PAKISTAN,21941768000.000000,25.520000,69.780000,6.000000,16.985000,19.589091,25.284348,30.310435,33.780000,34.038333,31.832000,30.346667,30.436522,28.546667,22.875652,18.249565
KARACHI AIRPO/PAKISTAN,21941780000.000000,24.900000,67.130000,22.000000,18.955556,21.166667,25.437931,28.821429,31.010714,31.782143,30.362963,29.125000,29.353571,28.671429,24.633333,20.689286
CHUNCHON/REPUBLIC OF KOREA,22147101000.000000,37.900000,127.730000,75.000000,-4.256667,-0.942333,4.921000,12.034333,17.537667,22.091000,24.881000,25.041000,19.754333,12.864333,5.354333,-1.347667
KANGNUNG/REPUBLIC OF KOREA,22147105000.000000,37.750000,128.900000,27.000000,0.440000,2.166667,6.310000,12.886667,17.640000,20.793333,24.183333,24.626667,20.283333,15.473333,9.213333,3.410000
SEOUL/REPUBLIC OF KOREA,22147108000.000000,37.570000,126.970000,87.000000,-2.423333,0.366667,5.500000,12.460000,17.796667,22.236667,24.886667,25.660000,21.200000,14.760000,7.176667,0.403333
ULLUNGDO/REPUBLIC OF KOREA,22147115000.000000,37.480000,130.900000,223.000000,1.281000,2.061000,5.311000,10.927667,15.347333,18.637333,22.167333,23.477333,19.697333,15.177333,9.554000,4.307333
TAEJON/REPUBLIC OF KOREA,22147133000.000000,36.300000,127.400000,78.000000,-1.428571,1.100000,6.132143,12.748276,18.003571,22.289286,25.253571,25.639286,20.842857,14.282143,7.289286,1.121429
POHANG/REPUBLIC OF KOREA,22147138000.000000,36.030000,129.380000,6.000000,2.069333,4.026000,8.179333,14.066333,18.399667,21.616333,25.186333,25.993000,21.876333,16.843000,10.513000,4.599667
PUSAN/REPUBLIC OF KOREA,22147159000.000000,35.100000,129.030000,71.000000,3.228000,4.991333,8.714667,13.694667,17.574667,20.774667,24.184667,25.969333,22.400000,17.660000,11.646667,5.866667
MOKP'O/REPUBLIC OF KOREA,22147165000.000000,34.780000,126.380000,56.000000,1.472000,2.658667,6.505333,12.118667,17.074667,21.144667,24.584667,25.884667,21.938000,16.411333,10.021333,4.141333
YOSU/REPUBLIC OF KOREA,22147168000.000000,34.730000,127.730000,68.000000,2.262000,3.845333,7.795333,13.072000,17.413333,20.793333,24.096000,25.659333,22.222667,17.149333,10.812667,4.982667
CHEJU/REPUBLIC OF KOREA,22147184000.000000,33.520000,126.530000,24.000000,5.996667,6.683333,9.613333,14.066667,18.060000,21.753333,26.100000,27.063333,23.313333,18.430000,13.090000,8.403333
GMO IM.E.T./RUSSIAN FEDERATION (ASIAN SECTOR),22220046000.000000,80.620000,58.050000,20.000000,-22.105455,-21.983636,-21.521905,-17.411429,-6.937000,0.583000,2.553636,1.954737,-1.034091,-8.634500,-15.755417,-20.767143
OSTROV VIZE/RUSSIAN FEDERATION (ASIAN SECTOR),22220069000.000000,79.500000,76.980000,11.000000,-22.272963,-23.733571,-22.729615,-17.223077,-6.885200,0.699655,2.762857,2.390000,-0.332222,-8.387778,-16.210690,-20.633333
GMO IM.E.K. F/RUSSIAN FEDERATION (ASIAN SECTOR),22220292000.000000,77.720000,104.300000,15.000000,-26.706786,-26.874333,-25.411852,-18.813448,-8.382857,0.227931,2.916154,2.435000,-1.025714,-10.030690,-19.154286,-24.165000
OSTROV DIKSON/RUSSIAN FEDERATION (ASIAN SECTOR),22220674000.000000,73.500000,80.400000,47.000000,-23.294286,-24.297586,-21.256154,-15.755357,-6.316071,1.712333,6.275556,6.862333,3.002333,-6.164333,-16.111000,-20.944643
HATANGA/RUSSIAN FEDERATION (ASIAN SECTOR),22220891000.000000,71.980000,102.470000,33.000000,-30.111379,-30.127333,-25.097857,-16.090690,-4.372857,7.057586,13.637857,10.650690,2.999333,-10.584000,-23.350667,-28.301852
OSTROV KOTEL'/RUSSIAN FEDERATION (ASIAN SECTOR),22221432000.000000,76.000000,137.870000,8.000000,-28.364000,-28.434800,-26.614643,-19.521739,-7.896667,0.612692,3.486800,2.697500,-0.457200,-10.000000,-20.864643,-26.305417
COKURDAH/RUSSIAN FEDERATION (ASIAN SECTOR),22221946000.000000,70.620000,147.880000,61.000000,-33.962069,-32.785185,-27.403571,-18.328571,-5.196552,6.233333,10.258333,7.432000,1.196296,-11.581481,-24.679310,-31.704167
NAR'JAN-MAR/RUSSIAN FEDERATION (ASIAN SECTOR),22223205000.000000,67.630000,53.030000,12.000000,-16.160000,-16.344483,-9.972069,-5.506667,1.711429,9.815000,14.512222,11.279286,6.962414,0.321034,-8.375517,-12.924286
SALEHARD/RUSSIAN FEDERATION (ASIAN SECTOR),22223330000.000000,66.530000,66.670000,16.000000,-22.466667,-22.094286,-14.170000,-8.133333,0.250000,10.109655,15.551034,12.106667,6.016667,-2.123333,-14.683448,-20.028276
TURUHANSK/RUSSIAN FEDERATION (ASIAN SECTOR),22223472000.000000,65.780000,87.930000,38.000000,-25.363333,-23.103333,-15.080000,-7.916667,1.313333,11.400000,16.517241,13.053333,5.610000,-5.040000,-18.526667,-23.796552
TARKO-SALE/RUSSIAN FEDERATION (ASIAN SECTOR),22223552000.000000,64.920000,77.820000,27.000000,-23.116667,-21.783333,-13.296667,-7.359310,1.664828,12.386667,17.475172,13.964828,6.799310,-2.521379,-15.072857,-20.946667
NJAKSIMVOL'/RUSSIAN FEDERATION (ASIAN SECTOR),22223724000.000000,62.430000,60.870000,51.000000,-19.056000,-17.291304,-7.166667,-0.837500,7.033333,14.227273,17.241667,13.216667,7.245455,0.356522,-10.947826,-17.204348
BOR/RUSSIAN FEDERATION (ASIAN SECTOR),22223884000.000000,61.600000,90.020000,58.000000,-23.646667,-20.320000,-10.750000,-2.873333,5.555172,13.982759,18.232143,14.303333,6.741379,-2.140000,-14.544828,-22.262069
HANTY-MANSIJS/RUSSIAN FEDERATION (ASIAN SECTOR),22223933000.000000,61.020000,69.030000,46.000000,-18.866667,-17.462069,-7.896552,-1.086207,7.393333,15.271429,18.323333,14.353333,7.770000,0.483333,-10.141379,-16.834483
OLENEK/RUSSIAN FEDERATION (ASIAN SECTOR),22224125000.000000,68.500000,112.430000,220.000000,-36.123333,-32.600000,-22.880000,-11.717241,-0.879310,9.985714,15.120690,10.950000,2.350000,-11.306667,-28.196667,-33.689286
DZARDZAN/RUSSIAN FEDERATION (ASIAN SECTOR),22224143000.000000,68.730000,124.000000,39.000000,-37.390000,-33.470000,-23.815385,-11.443333,0.332000,10.696296,15.173077,10.933333,3.168000,-11.577778,-29.146429,-35.541667
VERHOJANSK/RUSSIAN FEDERATION (ASIAN SECTOR),22224266000.000000,67.550000,133.380000,137.000000,-45.336667,-41.530000,-29.240000,-12.200000,3.621429,13.551724,16.350000,11.575862,2.806667,-14.130000,-34.683333,-43.555172
TURA/RUSSIAN FEDERATION (ASIAN SECTOR),22224507000.000000,64.270000,100.230000,168.000000,-34.285517,-29.544138,-17.446667,-6.033333,4.330000,13.642069,17.507586,13.436667,5.593793,-6.003333,-23.126667,-32.043333
VILJUJSK/RUSSIAN FEDERATION (ASIAN SECTOR),22224641000.000000,63.770000,121.620000,111.000000,-35.866667,-30.326667,-18.924138,-5.650000,5.846667,15.436667,18.665517,14.500000,5.496667,-7.410000,-25.793333,-34.648276
OJMJAKON/RUSSIAN FEDERATION (ASIAN SECTOR),22224688000.000000,63.250000,143.150000,741.000000,-46.341379,-42.196552,-31.310000,-13.525000,2.953571,12.357143,14.824138,10.455172,2.221429,-14.603333,-34.982759,-45.532143
SUNTAR/RUSSIAN FEDERATION (ASIAN SECTOR),22224738000.000000,62.150000,117.650000,133.000000,-32.160000,-27.310345,-17.244828,-4.353333,6.372414,15.231034,18.171429,14.310345,5.813793,-6.000000,-22.910345,-31.660714
ERBOGACEN/RUSSIAN FEDERATION (ASIAN SECTOR),22224817000.000000,61.270000,108.020000,291.000000,-29.603571,-26.320000,-15.924138,-4.507692,5.782143,14.306897,17.496429,13.673333,5.320000,-5.153333,-20.200000,-28.928571
JAKUTSK/RUSSIAN FEDERATION (ASIAN SECTOR),22224959000.000000,62.020000,129.720000,101.000000,-37.761667,-33.058333,-19.425000,-4.320000,8.138621,17.107586,20.072593,15.980000,6.707586,-7.037241,-26.366000,-37.057931
MYS SMIDTA/RUSSIAN FEDERATION (ASIAN SECTOR),22225173000.000000,68.900000,-179.370000,4.000000,-24.980714,-25.680000,-23.273333,-16.920741,-5.016429,2.318333,4.909600,3.859231,0.565600,-7.046897,-14.649630,-22.582963
ILIRNEJ/RUSSIAN FEDERATION (ASIAN SECTOR),22225248000.000000,67.250000,167.970000,353.000000,-35.882857,-32.828696,-26.856000,-16.572381,-0.865000,11.222105,14.046667,9.970476,2.458947,-11.875000,-26.221000,-32.482222
UST'-OLOJ/RUSSIAN FEDERATION (ASIAN SECTOR),22225325000.000000,66.550000,159.420000,127.000000,-36.380000,-33.996296,-25.059259,-12.755172,2.417857,12.103704,14.342308,9.992308,2.800000,-10.274074,-25.600000,-34.300000
MYS UELEN/RUSSIAN FEDERATION (ASIAN SECTOR),22225399000.000000,66.170000,-169.830000,3.000000,-18.453333,-19.405862,-17.645385,-11.180000,-1.494286,4.266000,8.477407,8.089231,5.225556,0.112857,-6.386000,-13.938000
ZYRJANKA/RUSSIAN FEDERATION (ASIAN SECTOR),22225400000.000000,65.730000,150.900000,43.000000,-36.510714,-33.140000,-24.046667,-11.336667,3.772414,13.624138,16.362963,12.010345,4.410345,-10.137931,-26.200000,-34.835714
ANADYR'/RUSSIAN FEDERATION (ASIAN SECTOR),22225563000.000000,64.780000,177.570000,61.000000,-22.586207,-21.882143,-19.242857,-12.803448,-1.555556,6.385714,11.403846,10.117241,4.750000,-4.707407,-13.516000,-19.353846
KAMENSKOE/RUSSIAN FEDERATION (ASIAN SECTOR),22225744000.000000,62.430000,166.080000,10.000000,-24.211538,-22.980000,-18.072000,-10.273913,1.800000,10.486364,13.470588,11.677778,5.584211,-5.100000,-15.992308,-22.950000
KORF/RUSSIAN FEDERATION (ASIAN SECTOR),22225954000.000000,60.350000,166.000000,4.000000,-15.270000,-14.026667,-11.100000,-5.671429,2.158621,8.839286,12.470370,12.282143,8.000000,0.033333,-8.076667,-13.400000
TOBOL'SK/RUSSIAN FEDERATION (ASIAN SECTOR),22228275000.000000,58.150000,68.250000,50.000000,-17.083333,-15.580000,-7.030000,1.796552,10.210000,16.693103,18.730000,15.306667,8.953333,2.196552,-8.262069,-14.917241
OMSK/RUSSIAN FEDERATION (ASIAN SECTOR),22228698000.000000,55.020000,73.380000,122.000000,-16.253333,-15.048276,-7.280000,3.768966,12.496667,17.858621,19.586667,16.863333,10.436667,3.540000,-7.310345,-13.775862
KOLPASEVO/RUSSIAN FEDERATION (ASIAN SECTOR),22229231000.000000,58.320000,82.950000,75.000000,-19.233333,-16.526667,-8.000000,-0.266667,8.479310,15.531034,18.431034,15.070000,8.223333,0.813793,-9.690000,-17.182759
ENISEJSK/RUSSIAN FEDERATION (ASIAN SECTOR),22229263000.000000,58.450000,92.150000,79.000000,-20.546667,-17.190000,-8.693333,-0.182759,8.471429,15.424138,18.765517,15.206667,8.070000,-0.006667,-10.506667,-17.893333
BOGUCANY/RUSSIAN FEDERATION (ASIAN SECTOR),22229282000.000000,58.380000,97.450000,133.000000,-23.289655,-19.953333,-9.689655,0.233333,8.458621,15.960714,19.096429,15.613793,8.127586,-0.286207,-11.682759,-20.793103
KRASNOJARSK/RUSSIAN FEDERATION (ASIAN SECTOR),22229570000.000000,56.030000,92.750000,276.000000,-15.500000,-12.889286,-5.628571,1.903704,10.267857,16.088889,18.661538,15.600000,8.944444,1.729630,-7.414815,-13.892308
MINUSINSK/RUSSIAN FEDERATION (ASIAN SECTOR),22229866000.000000,53.700000,91.700000,254.000000,-17.646667,-15.266667,-5.735714,3.996552,11.986207,17.425000,19.941379,17.003333,10.036667,2.536667,-7.155172,-14.506667
VITIM/RUSSIAN FEDERATION (ASIAN SECTOR),22230054000.000000,59.450000,112.580000,190.000000,-29.932000,-24.625000,-14.595833,-2.233333,6.686957,15.252174,18.100000,14.830435,6.583333,-3.654167,-17.560000,-26.778261
KIRENSK/RUSSIAN FEDERATION (ASIAN SECTOR),22230230000.000000,57.770000,108.070000,259.000000,-26.307143,-22.626667,-12.706897,-1.314815,7.755172,15.358621,18.292857,15.096667,6.743333,-2.100000,-15.532143,-24.432143
BRATSK/RUSSIAN FEDERATION (ASIAN SECTOR),22230309000.000000,57.280000,101.750000,416.000000,-19.884615,-16.971429,-8.796429,-0.180000,7.537037,14.220000,18.436000,15.577778,8.216000,0.722222,-8.595833,-17.120000
BAGDARIN/RUSSIAN FEDERATION (ASIAN SECTOR),22230554000.000000,54.470000,113.580000,903.000000,-28.799259,-23.078621,-14.354483,-2.726897,5.881429,12.926429,15.602963,12.882963,5.263077,-4.983704,-18.678519,-27.226667
MOGOCA/RUSSIAN FEDERATION (ASIAN SECTOR),22230673000.000000,53.750000,119.730000,625.000000,-28.244444,-22.810714,-13.161538,-0.803571,7.867857,14.396154,17.034615,14.403846,6.673077,-3.778571,-18.485185,-27.271429
IRKUTSK/RUSSIAN FEDERATION (ASIAN SECTOR),22230710000.000000,52.270000,104.320000,469.000000,-17.632143,-14.446667,-6.413333,2.685185,10.226667,15.379310,18.278571,15.866667,9.068966,1.840000,-7.748148,-15.307143
CITA/RUSSIAN FEDERATION (ASIAN SECTOR),22230758000.000000,52.080000,113.480000,671.000000,-25.314286,-19.182759,-8.924138,1.420690,9.624138,16.420690,18.692857,15.877778,8.777778,-0.320690,-12.368966,-21.920690
ALDAN/RUSSIAN FEDERATION (ASIAN SECTOR),22231004000.000000,58.620000,125.370000,682.000000,-26.560333,-23.507000,-15.398000,-4.451333,4.885333,13.588276,16.357241,13.142000,4.725333,-6.504667,-19.315172,-25.697931
