,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
NIKOLAEVSK-NA/RUSSIAN FEDERATION (ASIAN SECTOR),22231369000.000000,53.150000,140.700000,68.000000,37.751724,28.886667,33.306667,31.466667,52.560000,49.986667,61.710345,82.486667,82.086667,88.666667,58.810000,47.810000
IM POLINY OSI/RUSSIAN FEDERATION (ASIAN SECTOR),22231416000.000000,52.420000,136.500000,73.000000,14.234483,7.346667,12.523333,26.610000,51.036667,57.503448,72.489655,92.400000,63.246667,49.450000,23.856667,13.500000
VLADIVOSTOK/RUSSIAN FEDERATION (ASIAN SECTOR),22231960000.000000,43.120000,131.930000,184.000000,12.328571,16.372414,25.820690,45.648276,77.537931,95.428571,157.848276,150.627586,114.476667,56.270000,28.183333,19.713333
JUZNO-SAHALIN/RUSSIAN FEDERATION (ASIAN SECTOR),22232150000.000000,46.920000,142.720000,24.000000,51.896552,41.807692,47.655172,59.178571,63.500000,53.851852,79.866667,120.481481,113.481481,101.960000,78.928571,62.366667
NIKOL'SKOE/RUSSIAN FEDERATION (ASIAN SECTOR),22232618000.000000,55.200000,165.980000,18.000000,61.386667,55.940000,46.656667,45.573333,36.396667,33.683333,38.789655,62.768966,73.293103,88.757143,82.356667,65.228571
TABUK/SAUDI ARABIA,22340375000.000000,28.370000,36.600000,768.000000,5.818182,1.080000,4.608696,2.636364,2.750000,0.038462,0.035714,0.040000,0.090909,6.681818,4.210526,4.157895
HAIL/SAUDI ARABIA,22340394000.000000,27.430000,41.680000,1013.000000,19.750000,9.461538,26.454545,18.307692,9.150000,0.000000,0.142857,0.041667,0.100000,6.652174,19.227273,9.227273
WEJH/SAUDI ARABIA,22340400000.000000,26.200000,36.470000,21.000000,6.565217,1.826087,3.142857,0.960000,0.300000,0.000000,0.000000,0.000000,0.130435,1.652174,5.590909,6.650000
GASSIM/SAUDI ARABIA,22340405000.000000,26.300000,43.770000,650.000000,24.409091,10.227273,56.695652,34.500000,9.727273,0.409091,0.000000,0.000000,0.173913,11.952381,22.863636,31.333333
DHAHRAN/SAUDI ARABIA,22340416000.000000,26.270000,50.150000,17.000000,15.135714,14.070370,27.132143,5.403448,1.061538,0.000000,0.000000,0.000000,0.000000,0.272414,9.555556,16.224138
MADINAH/SAUDI ARABIA,22340430000.000000,24.550000,39.700000,636.000000,6.708333,3.380952,10.962963,13.909091,9.105263,0.346154,0.391304,4.913043,0.950000,4.166667,14.240000,9.086957
RIYADH/SAUDI ARABIA,22340438000.000000,24.720000,46.730000,620.000000,12.913043,8.478261,36.166667,35.791667,6.880000,0.000000,0.423077,0.291667,0.000000,1.956522,6.869565,9.875000
YENBO/SAUDI ARABIA,22340439000.000000,24.020000,38.220000,11.000000,5.000000,2.047619,26.333333,16.208333,0.833333,0.000000,0.000000,0.074074,0.000000,0.956522,11.900000,15.375000
TRINCOMALEE/SRI LANKA,22443418000.000000,8.580000,81.250000,7.000000,193.523810,86.090909,31.480000,49.247826,52.800000,30.944444,60.421053,77.205000,136.150000,190.666667,375.673684,340.550000
COLOMBO/SRI LANKA,22443466000.000000,6.900000,79.870000,7.000000,93.680000,69.037037,113.160000,222.111111,312.076923,208.535714,123.153846,103.562500,232.538462,347.357143,341.458333,151.600000
HAMBANTOTA/SRI LANKA,22443497000.000000,6.120000,81.130000,20.000000,82.500000,44.185185,55.250000,93.481481,73.111111,50.392857,27.384615,43.800000,67.880000,111.992857,235.250000,114.680000
CHIANG MAI/THAILAND,22848327000.000000,18.780000,98.980000,314.000000,4.275862,9.846154,19.230769,60.107143,158.733333,135.233333,135.037037,208.413793,211.200000,121.931034,59.928571,10.750000
UDON THANI/THAILAND,22848354000.000000,17.380000,102.800000,182.000000,8.791667,24.357143,55.214286,68.586207,198.931034,224.586207,217.066667,264.928571,231.862069,97.400000,11.880000,3.869565
PHITSANULOK/THAILAND,22848378000.000000,16.780000,100.270000,45.000000,6.148148,15.307692,32.185185,59.074074,171.103448,165.586207,178.266667,234.000000,242.033333,164.448276,41.960000,12.807692
NAKHON SAWAN/THAILAND,22848400000.000000,15.800000,100.170000,35.000000,5.076923,15.115385,41.370370,65.068966,150.551724,137.172414,147.466667,173.793103,237.166667,153.433333,30.518519,4.615385
NAKHON RATCHA/THAILAND,22848431000.000000,14.970000,102.080000,188.000000,6.250000,15.892857,37.321429,72.035714,148.428571,99.074074,122.481481,156.185185,228.233333,144.928571,26.280000,4.208333
BANGKOK/THAILAND,22848455000.000000,13.730000,100.570000,20.000000,13.533333,18.285714,43.142857,94.482759,233.655172,150.000000,170.633333,214.000000,334.600000,290.266667,57.040000,7.120000
ARANYAPRATHET/THAILAND,22848462000.000000,13.700000,102.580000,49.000000,4.875000,29.285714,52.821429,85.000000,178.285714,152.482759,170.344828,202.821429,254.275862,175.200000,46.500000,8.450000
CHANTHABURI/THAILAND,22848480000.000000,12.600000,102.120000,4.000000,21.571429,33.500000,71.517241,127.034483,392.966667,465.250000,464.100000,489.275862,502.666667,297.666667,67.884615,7.827586
PRACHUAP KHIR/THAILAND,22848500000.000000,11.830000,99.830000,5.000000,29.148148,33.000000,73.500000,58.185185,128.827586,85.266667,110.793103,97.821429,99.500000,225.461538,158.607143,20.892857
CHUMPHON/THAILAND,22848517000.000000,10.480000,99.180000,5.000000,58.896552,50.961538,101.357143,88.413793,189.413793,162.533333,177.517241,201.103448,180.862069,255.206897,288.821429,126.482759
SONGKHLA/THAILAND,22848568000.000000,7.200000,100.600000,5.000000,87.965517,32.346154,53.280000,79.555556,118.892857,105.464286,89.642857,117.344828,136.066667,260.769231,536.821429,458.071429
KRASNOVODSK/TURKMENISTAN,22938507000.000000,40.030000,52.980000,89.000000,12.525926,13.653333,17.407407,14.729630,8.579310,3.007407,2.229630,3.792593,3.457143,12.855556,19.875862,13.042857
CARDZOU/TURKMENISTAN,22938687000.000000,39.080000,63.600000,193.000000,18.517857,18.603448,29.746429,18.900000,11.857692,1.066667,0.414815,0.352000,1.396429,3.596000,10.834483,17.807407
CIMBAJ/UZBEKISTAN,23138262000.000000,42.950000,59.820000,66.000000,12.986207,12.634615,19.175000,16.865517,22.392857,4.680769,3.216000,3.411538,2.640000,8.053846,11.830769,11.366667
TAMDY/UZBEKISTAN,23138413000.000000,41.730000,64.620000,237.000000,12.737931,15.853333,20.210345,22.172414,13.810345,3.392857,4.867857,2.571429,1.107692,4.400000,13.055556,14.035714
TASHKENT/UZBEKISTAN,23138457000.000000,41.270000,69.270000,488.000000,53.560000,62.193103,70.386667,59.410345,41.531034,13.377778,5.500000,1.476000,6.540000,25.346429,53.031034,58.106897
MACAO/MACAU (PORTUGAL),23445011000.000000,22.200000,113.530000,59.000000,24.195455,46.310000,75.804000,161.894737,294.400000,375.210526,258.166667,317.266667,217.428571,61.994444,47.000000,35.905000
LA QUIACA/ARGENTINA,30187007000.000000,-22.100000,-65.600000,3459.000000,92.017391,65.527273,46.850000,5.952381,0.772727,0.800000,0.000000,0.473684,2.818182,19.375000,23.176471,74.191304
JUJUY AERO/ARGENTINA,30187046000.000000,-24.380000,-65.080000,905.000000,155.544828,145.382759,136.725000,46.931034,13.985714,3.153571,3.644444,4.270833,2.950000,27.089286,56.796296,127.200000
SALTA AERO/ARGENTINA,30187047000.000000,-24.850000,-65.480000,1221.000000,184.903448,150.620690,108.860000,35.996667,7.410714,1.956000,3.931034,4.111111,7.815385,26.746429,59.906667,145.240000
LAS LOMITAS/ARGENTINA,30187078000.000000,-24.700000,-60.580000,130.000000,146.833333,122.861538,162.138462,84.400000,61.376190,20.939130,12.370833,22.259091,36.680952,71.230769,103.376000,125.276000
SANTIAGO DEL/ARGENTINA,30187129000.000000,-27.770000,-64.300000,199.000000,118.023077,89.707407,88.738462,29.891667,12.657692,8.250000,3.572000,1.565000,9.081818,41.834615,65.166667,105.324000
RESISTENCIA A/ARGENTINA,30187155000.000000,-27.450000,-59.050000,52.000000,157.750000,171.920000,165.821429,196.571429,77.517241,60.892857,36.730769,37.814815,62.428571,115.724138,162.413793,144.655172
FORMOSA AERO/ARGENTINA,30187162000.000000,-26.200000,-58.230000,60.000000,161.493103,128.440741,140.300000,173.116667,100.772414,69.727586,45.427586,46.082143,93.214286,141.314286,159.200000,165.160000
CORRIENTES AE/ARGENTINA,30187166000.000000,-27.450000,-58.770000,62.000000,160.657692,156.380769,178.638462,226.907692,95.330769,77.992000,38.619231,51.716667,79.591304,150.116000,182.088462,170.245833
POSADAS AERO./ARGENTINA,30187178000.000000,-27.370000,-55.970000,133.000000,185.208333,157.010714,143.807407,200.485714,134.570370,139.711111,105.503571,92.480000,139.644000,217.125926,181.444444,161.208000
LA RIOJA AERO/ARGENTINA,30187217000.000000,-29.380000,-66.820000,429.000000,95.142857,65.958333,58.920000,33.740741,8.607143,3.481481,3.750000,4.461538,5.080000,17.478261,38.333333,69.791667
CATAMARCA AER/ARGENTINA,30187222000.000000,-28.600000,-65.770000,454.000000,82.259259,62.086957,65.961538,29.444444,11.481481,4.857143,8.407407,4.608696,9.250000,21.375000,51.172414,64.692308
CERES AERO/ARGENTINA,30187257000.000000,-29.880000,-61.950000,88.000000,133.293333,111.379310,151.526667,94.596667,28.053333,21.307143,16.206667,15.795833,36.929630,83.651724,103.024138,143.562069
RECONQUISTA A/ARGENTINA,30187270000.000000,-29.180000,-59.700000,53.000000,136.657143,148.793103,174.572414,153.820000,63.703846,49.000000,33.851724,27.120690,50.967857,117.965517,156.896154,129.142857
PASO DE LOS L/ARGENTINA,30187289000.000000,-29.680000,-57.150000,70.000000,129.778571,152.257692,158.853846,183.937037,125.656667,100.600000,75.437037,55.456000,100.092857,153.715385,141.679310,116.392857
SAN JUAN AERO/ARGENTINA,30187311000.000000,-31.570000,-68.870000,598.000000,26.372000,20.604000,24.077778,5.888889,3.653846,2.040000,3.681481,2.296296,5.833333,4.384615,9.480000,11.888000
CHEPES/ARGENTINA,30187322000.000000,-31.330000,-66.600000,658.000000,99.733333,69.937500,42.600000,27.500000,7.600000,2.941176,9.352941,6.750000,15.562500,13.833333,39.150000,63.187500
CORDOBA AERO/ARGENTINA,30187344000.000000,-31.320000,-64.220000,474.000000,132.535714,106.748148,127.280000,62.857143,21.103448,5.892857,12.071429,7.347826,33.538462,70.655172,115.000000,146.840000
PILAR OBSERVA/ARGENTINA,30187349000.000000,-31.670000,-63.880000,338.000000,132.000000,100.153846,111.200000,60.379310,23.777778,5.347826,17.037037,7.347826,34.583333,60.571429,95.440000,126.111111
PARANA AERO/ARGENTINA,30187374000.000000,-31.780000,-60.480000,78.000000,152.444444,127.653846,159.615385,132.142857,71.964286,40.074074,33.407407,30.750000,57.296296,109.560000,111.444444,137.000000
CONCORDIA AER/ARGENTINA,30187395000.000000,-31.300000,-58.020000,38.000000,132.925000,142.789286,159.917857,162.775862,103.486667,77.396429,50.350000,60.903704,81.339286,137.362069,143.600000,119.900000
MENDOZA AERO/ARGENTINA,30187418000.000000,-32.830000,-68.780000,704.000000,50.355172,33.511538,36.553846,14.019231,8.707143,4.855172,8.848148,7.648148,13.851852,10.753846,15.207143,32.270370
SAN LUIS AERO/ARGENTINA,30187436000.000000,-33.270000,-66.350000,713.000000,110.455172,97.040000,95.826667,36.700000,21.624138,6.800000,5.982143,8.727586,24.296154,37.300000,78.156667,103.220690
VILLA REYNOLD/ARGENTINA,30187448000.000000,-33.730000,-65.380000,486.000000,103.139286,108.781481,86.948276,54.826667,32.568966,9.500000,19.325000,17.667857,37.565385,64.460714,93.350000,114.531034
RIO CUARTO AE/ARGENTINA,30187453000.000000,-33.120000,-64.230000,421.000000,150.403704,95.542857,116.993103,60.553571,37.460000,13.589286,15.896000,15.292593,40.918519,71.030769,131.392593,142.082143
ROSARIO AERO/ARGENTINA,30187480000.000000,-32.920000,-60.780000,25.000000,110.131034,119.822222,147.907143,104.810345,57.837931,29.659259,24.557143,30.104000,50.441379,108.500000,113.177778,113.692857
GUALEGUAYCHU/ARGENTINA,30187497000.000000,-33.000000,-58.620000,21.000000,107.000000,121.993103,136.892593,114.125000,78.368966,48.503448,48.464286,49.885185,67.935714,109.307407,117.217857,110.574074
SAN RAFAEL AE/ARGENTINA,30187509000.000000,-34.580000,-68.400000,748.000000,59.648276,42.306897,42.458621,25.536667,14.100000,8.989655,12.833333,16.965385,24.229630,29.989286,39.030769,50.471429
LABOULAYE/ARGENTINA,30187534000.000000,-34.130000,-63.370000,137.000000,126.751852,98.675000,135.829630,82.860000,35.979310,12.026923,17.771429,17.607407,45.846429,90.803571,105.111111,128.829630
PEHUAJO AERO/ARGENTINA,30187544000.000000,-35.870000,-61.900000,86.000000,116.144000,96.244444,152.004000,84.993103,48.875862,26.703571,25.855556,28.260000,55.189655,115.800000,100.184615,105.446429
JUNIN AERO/ARGENTINA,30187548000.000000,-34.550000,-60.920000,81.000000,130.716667,122.889655,135.146429,106.762069,63.367857,25.910345,31.896552,30.120690,54.227586,121.906667,104.314286,108.927586
EZEIZA AERO/ARGENTINA,30187576000.000000,-34.820000,-58.530000,20.000000,98.111111,110.851852,110.185185,88.928571,75.996667,45.857143,47.259259,46.851852,55.962963,104.800000,100.269231,93.259259
AEROPARQUE/ARGENTINA,30187582000.000000,-34.600000,-58.500000,6.000000,115.865217,101.944000,130.936000,115.622727,88.533333,48.070833,50.912500,58.782609,63.278261,104.508333,104.321739,98.525000
BUENOS AIRES/ARGENTINA,30187585000.000000,-34.580000,-58.480000,25.000000,139.238462,117.684000,140.368000,123.472000,97.720000,60.246154,58.131818,73.900000,70.584000,125.144000,116.433333,107.056522
PUNTA INDIO B/ARGENTINA,30187596000.000000,-35.370000,-57.280000,22.000000,99.630435,104.577778,108.130435,98.368182,70.728000,59.859091,57.923529,74.189474,71.547619,95.826087,118.338095,85.400000
SANTA ROSA AE/ARGENTINA,30187623000.000000,-36.570000,-64.270000,191.000000,90.017857,80.641379,100.692593,60.989286,39.951724,12.151724,19.900000,27.603704,44.289286,72.858621,81.736667,102.935714
DOLORES AERO/ARGENTINA,30187648000.000000,-36.350000,-57.730000,9.000000,106.246154,99.723077,86.333333,93.011111,64.204000,57.568966,55.338462,62.687500,62.895833,88.854167,93.276923,80.973077
PIGUE AERO/ARGENTINA,30187679000.000000,-37.600000,-62.380000,304.000000,112.552381,86.413043,90.843478,76.879167,43.060870,20.272000,30.627273,41.060870,58.152174,82.070833,95.495652,87.400000
TRES ARROYOS/ARGENTINA,30187688000.000000,-38.330000,-60.250000,115.000000,87.423077,99.160000,83.347826,76.192308,64.296296,31.615385,40.538462,44.000000,54.961538,84.285714,85.285714,77.692308
MAR DEL PLATA/ARGENTINA,30187692000.000000,-37.930000,-57.580000,21.000000,94.200000,77.503704,94.446429,88.469231,58.120000,59.162069,49.207143,55.517857,49.414815,88.658621,78.134615,90.540741
NEUQUEN AERO/ARGENTINA,30187715000.000000,-38.950000,-68.130000,271.000000,11.478261,13.000000,22.157895,17.307692,21.214286,24.678571,16.000000,17.346154,18.739130,23.640000,14.750000,10.080000
BAHIA BLANCA AERO/ARGENTINA,30187750000.000000,-38.700000,-62.200000,72.000000,64.803333,60.992857,71.986667,56.003571,44.544444,23.344444,27.851724,33.740000,49.656667,74.910000,60.241379,68.878571
BARILOCHE AER/ARGENTINA,30187765000.000000,-41.150000,-71.170000,840.000000,21.144444,16.744444,33.432143,63.937037,127.317857,168.258621,118.720690,97.434483,56.282143,45.025000,31.585185,23.539286
MAQUINCHAO/ARGENTINA,30187774000.000000,-41.250000,-68.730000,888.000000,10.961111,25.895455,37.945833,20.500000,30.365000,27.677273,14.960000,12.327778,16.040909,22.417391,11.193333,12.161111
SAN ANTONIO O/ARGENTINA,30187784000.000000,-40.780000,-65.100000,20.000000,15.619048,23.000000,41.130435,32.384615,25.750000,22.909091,19.333333,15.653846,14.275862,23.857143,15.120000,20.590909
VIEDMA AERO/ARGENTINA,30187791000.000000,-40.850000,-63.020000,7.000000,21.250000,44.363636,53.142857,40.782609,28.695652,26.000000,27.818182,20.521739,26.041667,28.880000,20.952381,22.833333
ESQUEL AERO/ARGENTINA,30187803000.000000,-42.930000,-71.150000,785.000000,20.111538,16.625926,22.910345,45.100000,66.083333,76.500000,58.148148,44.353846,33.557143,29.958621,21.176923,19.396552
PASO DEL LOS INDIOS/ARGENTINA,30187814000.000000,-43.820000,-68.880000,460.000000,6.825000,12.625000,14.046667,24.884211,29.490000,34.423529,21.206667,23.331579,21.120000,19.429412,6.831579,4.413333
TRELEW AERO/ARGENTINA,30187828000.000000,-43.200000,-65.270000,43.000000,12.766667,19.433333,24.403571,16.573077,22.900000,22.250000,17.975000,13.340909,14.946154,19.292857,14.729167,15.560714
COMODORO RIVA/ARGENTINA,30187860000.000000,-45.780000,-67.500000,46.000000,11.650000,14.310345,17.936667,25.346667,38.468966,38.590000,19.717241,19.568966,19.973333,14.348276,12.911111,9.740000
GOBERNADOR GR/ARGENTINA,30187880000.000000,-48.780000,-70.170000,357.000000,9.250000,13.941176,14.578947,10.500000,15.888889,20.666667,7.947368,12.250000,13.611111,14.681818,11.523810,11.470588
PUERTO DESEAD/ARGENTINA,30187896000.000000,-47.730000,-65.920000,80.000000,13.396296,15.571429,15.765517,16.837931,35.831034,25.907143,17.414815,13.223077,11.064000,16.857143,10.516667,11.645455
SAN JULIAN AE/ARGENTINA,30187909000.000000,-49.320000,-67.750000,62.000000,15.060714,23.320690,25.468966,18.650000,29.678571,31.782759,22.785714,20.728571,15.389286,17.323333,15.700000,19.244828
RIO GALLEGOS/ARGENTINA,30187925000.000000,-51.620000,-69.280000,19.000000,28.586207,26.927586,26.165517,26.034483,24.806897,20.718519,19.278571,16.644444,13.537931,18.251724,24.076000,24.906667
USHUAIA AERO/ARGENTINA,30187938000.000000,-54.800000,-68.320000,14.000000,45.777273,43.456000,41.296154,53.941667,43.229630,56.578571,42.600000,40.216667,34.723077,34.325926,38.092000,41.154167
SAO GABRIEL D/BRAZIL,30382106000.000000,-0.130000,-67.080000,90.000000,288.339130,240.271429,235.212000,275.213043,313.772727,275.929167,228.236000,211.692000,178.429167,179.613043,196.725000,263.662500
BELEM/BRAZIL,30382191000.000000,-1.450000,-48.470000,10.000000,373.366667,397.506667,422.736667,422.143333,302.057143,183.744828,157.670000,139.155172,139.810345,127.639286,125.803333,269.534483
SAO LUIZ/BRAZIL,30382280000.000000,-2.530000,-44.300000,51.000000,227.917857,299.119231,440.542308,419.400000,301.418519,185.211111,122.003571,33.657692,8.816667,3.543478,11.991667,79.522222
MANAUS/BRAZIL,30382331000.000000,-3.130000,-60.020000,72.000000,295.700000,296.996296,311.857692,311.475000,244.119231,115.507692,79.042857,66.417857,75.319231,101.637037,176.921429,252.870370
FORTALEZA/BRAZIL,30382397000.000000,-3.770000,-38.600000,26.000000,126.517241,187.310345,367.214286,375.517241,221.535714,156.724138,71.533333,29.037037,16.900000,13.259259,11.620690,40.923077
BARRA DO CORD/BRAZIL,30382571000.000000,-5.500000,-45.270000,153.000000,180.460000,204.075862,221.200000,187.706667,61.510345,17.037931,7.876923,12.396552,17.125926,36.620690,75.556667,135.686207
TERESINA/BRAZIL,30382578000.000000,-5.080000,-42.820000,74.000000,224.605263,222.804545,279.210526,259.260870,123.588235,29.105263,15.117647,5.294118,9.000000,17.161111,59.526316,121.068421
QUIXERAMOBIM/BRAZIL,30382586000.000000,-5.200000,-39.300000,212.000000,78.896552,86.535714,161.689655,184.566667,113.230769,61.642857,24.769231,13.642857,3.000000,1.000000,3.285714,20.928571
FLORIANO/BRAZIL,30382678000.000000,-6.770000,-43.020000,127.000000,178.115385,153.511111,196.136000,135.608333,50.988462,7.170833,4.536000,2.845455,13.352174,59.026087,82.338095,112.066667
CRUZEIRO DO S/BRAZIL,30382704000.000000,-7.630000,-72.670000,170.000000,234.620690,250.320000,274.769231,241.250000,140.384615,85.821429,58.142857,74.964286,128.000000,182.758621,200.678571,228.928571
CAROLINA/BRAZIL,30382765000.000000,-7.330000,-47.470000,193.000000,272.396296,256.103846,279.711111,201.507143,74.708333,5.850000,7.148148,10.472000,41.588889,132.615385,156.944828,246.950000
PORTO VELHO/BRAZIL,30382825000.000000,-8.770000,-63.920000,95.000000,354.217391,318.578947,306.680000,231.250000,106.095455,37.304348,26.346154,43.166667,79.809524,162.545455,209.186364,328.739130
CONCEICAO DO/BRAZIL,30382861000.000000,-8.250000,-49.280000,157.000000,266.744444,246.500000,267.275000,191.796429,91.754167,11.018519,5.025926,9.558333,58.320000,153.025000,220.558333,287.125926
RECIFE/BRAZIL,30382900000.000000,-8.050000,-34.920000,7.000000,106.821429,131.714286,218.310345,286.827586,314.857143,377.592593,330.366667,216.133333,104.892857,50.037037,46.607143,66.392857
RIO BRANCO/BRAZIL,30382915000.000000,-9.970000,-67.800000,160.000000,161.160000,163.173333,170.248276,111.065517,83.193103,113.116667,100.010000,131.975000,134.686667,133.200000,124.873333,152.993333
PETROLINA/BRAZIL,30382983000.000000,-9.380000,-40.480000,370.000000,99.681818,70.913043,99.590909,48.043478,19.318182,9.833333,5.076923,2.857143,2.125000,10.300000,54.080000,77.880000
PORTO NACIONA/BRAZIL,30383064000.000000,-10.520000,-48.720000,239.000000,268.295652,233.420833,270.021739,162.734783,44.618182,4.377273,2.385714,4.372727,57.272727,143.304348,179.231818,244.879167
ARACAJU/BRAZIL,30383096000.000000,-10.920000,-37.050000,5.000000,52.851852,88.037037,98.825000,193.285714,236.603571,190.758621,169.965517,108.653846,72.100000,68.857143,55.520000,32.027586
SALVADOR/BRAZIL,30383229000.000000,-13.020000,-38.520000,51.000000,79.692308,99.071429,147.885185,337.758621,295.296429,258.214286,199.266667,131.071429,105.033333,105.200000,98.678571,83.482759
BOM JESUS DA/BRAZIL,30383288000.000000,-13.270000,-43.420000,440.000000,124.262500,128.484615,115.004167,46.656522,13.727273,1.504348,1.583333,0.269231,14.196154,50.065385,124.537037,200.732000
CUIABA/BRAZIL,30383361000.000000,-15.550000,-56.120000,151.000000,236.859259,230.696296,205.492308,135.584615,54.648000,16.758333,18.011111,20.446429,61.321429,122.603571,186.289286,201.959259
BRASILIA (AER/BRAZIL,30383377000.000000,-15.870000,-47.930000,1061.000000,210.833333,178.500000,210.379310,136.300000,39.785714,5.538462,7.413793,23.586207,48.655172,158.266667,219.892857,247.428571
MONTES CLAROS/BRAZIL,30383437000.000000,-16.720000,-43.870000,646.000000,184.195833,102.008333,151.319048,41.729167,7.531579,2.870000,0.844444,3.657895,26.583333,71.195000,208.460000,240.575000
CARAVELAS/BRAZIL,30383498000.000000,-17.730000,-39.250000,3.000000,111.481481,77.000000,154.862069,145.153846,136.925926,89.370370,117.233333,72.384615,91.068966,126.689655,199.571429,152.400000
CORUMBA/BRAZIL,30383552000.000000,-19.080000,-57.500000,130.000000,158.482759,128.458333,137.320000,67.592593,55.680000,26.200000,21.227273,31.391304,43.407407,85.344828,113.142857,142.008696
ARAXA/BRAZIL,30383579000.000000,-19.570000,-46.930000,1004.000000,261.000000,229.347826,211.631579,118.571429,82.333333,8.550000,8.285714,11.052632,77.318182,138.761905,195.875000,275.590909
BELO HORIZONT/BRAZIL,30383587000.000000,-19.930000,-43.930000,850.000000,335.344828,173.807692,202.500000,78.666667,29.037037,12.080000,14.461538,17.037037,55.724138,103.037037,236.714286,368.555556
LONDRINA (AER/BRAZIL,30383766000.000000,-23.330000,-51.130000,569.000000,226.703704,180.535714,140.000000,112.821429,120.928571,86.250000,62.592593,51.370370,103.068966,127.153846,146.166667,207.461538
SAO PAULO/BRAZIL,30383781000.000000,-23.500000,-46.620000,792.000000,286.833333,254.586207,200.620690,92.066667,81.866667,56.607143,51.344828,36.033333,88.100000,125.931034,137.766667,225.821429
CURITIBA/BRAZIL,30383842000.000000,-25.430000,-49.270000,924.000000,213.233333,166.428571,148.750000,96.366667,114.931034,93.142857,102.178571,72.678571,139.433333,145.689655,122.066667,147.666667
FLORIANOPOLIS/BRAZIL,30383897000.000000,-27.580000,-48.570000,2.000000,240.777778,221.807692,165.217391,128.346154,105.958333,64.120000,90.000000,82.038462,144.230769,166.480000,152.807692,153.333333
PORTO ALEGRE/BRAZIL,30383967000.000000,-30.000000,-51.180000,3.000000,115.714286,114.857143,104.714286,119.034483,128.310345,146.370370,139.071429,123.827586,149.928571,130.846154,119.814815,104.321429
ST.VITORIA DO/BRAZIL,30383997000.000000,-33.520000,-53.350000,24.000000,88.833333,138.000000,125.551724,113.758621,118.321429,116.758621,122.821429,101.266667,95.206897,89.793103,95.107143,85.034483
ARICA/CHILE,30485406000.000000,-18.330000,-70.330000,58.000000,0.307692,0.230769,0.250000,0.000000,0.000000,0.185185,0.400000,0.178571,0.038462,0.000000,0.035714,0.000000
ANTOFAGASTA/CHILE,30485442000.000000,-23.430000,-70.430000,135.000000,0.037037,0.000000,0.000000,0.392857,0.296296,1.750000,0.653846,0.720000,0.280000,0.018519,0.037037,0.120000
IS. DE PASCUA/CHILE,30485469000.000000,-27.150000,-109.420000,51.000000,59.310345,62.560000,95.518519,139.068966,144.066667,116.892857,119.714286,99.466667,80.714286,81.827586,65.103448,76.931034
LA SERENA/CHILE,30485488000.000000,-29.900000,-71.200000,142.000000,0.247619,0.095455,1.615000,2.138095,12.838462,20.959259,31.189655,17.376923,3.448148,1.617857,0.390476,0.700000
PUDAHUEL/CHILE,30485574000.000000,-33.380000,-70.780000,475.000000,0.842105,1.000000,6.850000,11.608696,48.320000,81.913043,58.434783,43.590909,20.958333,9.521739,6.235294,3.200000
ISLA JUAN FER/CHILE,30485585000.000000,-33.670000,-78.980000,30.000000,32.137931,36.275862,58.321429,89.800000,159.000000,178.344828,160.357143,129.066667,86.766667,54.724138,34.300000,21.310345
CONCEPCION/CHILE,30485682000.000000,-36.770000,-73.050000,12.000000,16.677778,19.246429,26.613793,71.670000,182.206667,234.853333,197.943333,152.800000,84.790000,58.831034,31.727586,21.720690
TEMUCO/CHILE,30485743000.000000,-38.750000,-72.630000,114.000000,34.980000,34.779310,48.727586,88.826667,164.027586,204.089655,152.683333,133.160000,89.133333,89.472414,60.956667,46.086207
VALDIVIA/CHILE,30485766000.000000,-39.620000,-73.080000,19.000000,48.040000,39.103448,69.982759,127.436667,258.317241,336.175000,261.423333,228.346667,134.230000,113.182759,82.480000,59.106667
PUERTO MONTT/CHILE,30485799000.000000,-41.420000,-73.080000,85.000000,82.423333,75.568966,99.486207,141.586667,199.465517,210.320690,175.783333,172.940000,126.600000,129.789655,102.840000,91.863333
PUNTA ARENAS/CHILE,30485934000.000000,-53.000000,-70.850000,37.000000,41.020000,32.493103,41.362069,45.813333,39.665517,29.027586,29.576667,32.556667,26.544828,30.182759,28.175862,32.246667
SAN ANDRES (I/COLOMBIA,30580001000.000000,12.580000,-81.720000,6.000000,84.834483,41.496154,23.635714,25.544444,145.365517,196.860000,189.259259,210.665385,238.296552,320.270370,280.117857,140.065385
SANTA MARTA/S/COLOMBIA,30580009000.000000,11.130000,-74.230000,14.000000,3.036000,0.669565,2.508333,16.911538,55.762069,58.338462,53.007407,74.144444,78.210345,116.617857,58.096552,15.281481
CARTAGENA/RAF/COLOMBIA,30580022000.000000,10.450000,-75.520000,12.000000,2.360000,0.739130,3.040000,21.148148,117.931034,101.560000,122.821429,143.370370,158.275862,252.888889,157.137931,49.423077
BARRANQUILLA/SOLEDAD/COLOMBIA,30580028000.000000,10.900000,-74.800000,21.000000,0.625000,0.739130,1.625000,27.461538,97.107143,100.958333,93.360000,110.240000,162.250000,170.923077,99.464286,31.875000
BUCARAMANGA//COLOMBIA,30580094000.000000,7.100000,-73.200000,1189.000000,59.200000,84.909091,131.166667,117.869565,112.360000,77.476190,85.666667,74.478261,99.840000,147.347826,132.000000,67.565217
